entry_id	gh_lemma_1_orth	gh_lemma_1_ipa	gh_lemma_1_ipa_test	gh_lemma_2_orth	gh_lemma_2_ipa	gh_lemma_2_ipa_test	gloss	gloss_register_note	pos	pos_subtype	nom_stem_class	noun_gender	verb_thematicity	verb_stem_type	lemma_1_pre_root	lemma_1_pre_root_status	lemma_1_pre_ety	lemma_1_pre_ipa	lemma_2_pre_ety	lemma_2_pre_ipa	lemma_3_pre_ety	lemma_3_pre_ipa	entry_status	entry_formation_type	entry_historical_type	entry_source(s)	source_notes	note	cog_Celtic	cog_Germanic	cog_Italic	cog_Greek	cog_Sanskrit	cog_Baltic	cog_Slavic	cog_Armenian	cog_Albanian	cog_Anatolian	cog_Tocharian	key_forms	derived_forms	compounds	semantic_field	semantic_subfield	register	synonyms	antonyms	example_sentences	cross_references	lit_mountain	lit_ring	lit_schleicher	lit_strasbourg	swadesh_207	sound_changes	r0-1	r0-2	r0-3	r0-4	r1-1	r1-2	r1-3	r1-4	r1-5	r1-6	r1-7	r1-8	r1-9	r1-10	r1-11	r2-1	r2-2	r2-3	r2-4	r2-5	verb_derivation
60414	gvémeti	ˈgʷe.me.ti	untested	gvémonti	ˈgʷe.mon.ti	untested	"come, arrive; step"		verb				thematic	root	gʷem		gʷémeti		gʷém-o-nti				canon	simplex	inherited					*kweman- - *kuman-	"Lat. venio, -ire 'to come'"												Motion	Locomotion										to come																						
60574	natrós	nat.ˈros	untested	natrózio	nat.ˈro.z͡jo	untested	snake		noun		o	m			nHtr		nHtrós						canon		inherited																		Animals	Reptiles										snake																						
60748	melðániios	mel.ˈða.ni.jos	untested	melðaniiózio	mel.ða.ni.ˈjo.z͡jo	untested	Melðanjos (divine hammer of Agnis)		noun		o	m			(s)meldʰ		ml̥dʰn̥yos		ml̥dʰn̥yosyo				hold		inherited		"PIE *ml̥dʰn̥jos; zero-grade of *melh₂- + *-n̥- + *-jos suffix; cognate with Mjölnir (Norse), vajra-class divine weapons; -jos vs. -ijos alternation pending Sievers' Law decision"	proper name of Agnis's forge tool; distinct from common noun meltrom; cognate with Mjölnir is not coincidental — both descend from the same PIE divine-weapon name		Mjölnir (Old Norse			vajra (structurally parallel divine weapon class										Religion and belief	Ritual					méltrom; agnís; éngman																											
60751	vezudékos	we.zu.ˈde.kos	untested	vezudékozío	we.zu.ˈde.ko.z͡jo	untested	"personal epithet, lit. 'good morality / good manners'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
60873	korioɣoizós	ko.ri.o.ɣo͡j.ˈzos	untested	korioɣoizozío	ko.ri.o.ɣo͡j.zo.ˈz͡jo	untested	"personal name, lit. 'army-spear'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
60937	triɣimós	tri.ɣi.ˈmos	untested	triɣimozio	tri.ɣi.mo.z͡jo	untested	three year old (lit. three winter)		adj		o/ā						triǵʰimos		triǵʰimosyo				draft																				Quantity	Age reckoning																																
61193	svāduménezos	swaː.du.ˈme.ne.zos	untested	svāduménezozío	swaː.du.ˈme.ne.zo.z͡jo	untested	"personal name, lit. 'sweet mind / sweet thought'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
61395	ánteros	ˈan.ter.os	untested	ánterozio	ˈan.ter.o.z͡jo	untested	"second, other"		det		o/ā						h₂énteros		h₂énterosyo				draft																				Quantity	Ordinal numbers																																
61453	ankús	an.ˈkus	untested	ankóus	an.ˈko͡ews	untested	"disappeared, dead"		adj		u				neḱ		n̥ḱús		n̥ḱeús				canon	simplex	inherited																		Emotions and values	Life and death																																
61829	ézar	ˈe.zar	untested	sans	sans	untested	blood		noun		r/n	n			h₁sh₂			h₁e.sh₂r̥	h₁sh₂ens				canon		inherited																		The body	Bodily substances										blood																						
61837	ártrom	ˈart.rom	untested	ártrozio	ˈart.ro.z͡jo	untested	plough		noun		o	n			h₂erh₃		h₂érh₃trom						canon	simplex	inherited																		Agriculture and vegetation	Farming																																
62020	βātus	ˈβaː.tus	untested	βātóus	βaː.ˈto͡ws	untested	"oracle, pronouncement"		noun		u	m			bʰeh₂		bʰéh₂tus						canon		inherited	Ringe 2017	"tu-abstract from *bʰeh₂- ""to say, speak""; sacral/divinatory register"																Religion and belief	Sacred roles					βāmā																											
62066	éiti	ˈej.ti	untested	iénti	ˈjen.ti	untested	go		verb				athematic	root	h₁ey		h₁éyti		h₁i-énti				canon	simplex	inherited																		Motion	Locomotion										to walk																						
62233	ónos	ˈo.nos	untested	ónezos	ˈo.ne.zos	untested	burden; debt		noun		s	n			h₃enh₂		h₃énh₂os						canon		inherited																		Law	Justice and bondage																																
62305	kaikos	ˈka͡j.kos	untested	kaikozio	ˈka͡j.ko.z͡jo	untested	blind; one-eyed		adj		o/ā				kh₂eik		kh₂éikos						canon		inherited																		Sense perception	Sight																																
62365	véidom	ˈwe͡j.dom	untested	véidozio	ˈwe͡j.do.z͡jo	untested	sight (of something)		noun		o	n			weyd		wéydom	ˈwej.dom					draft		inherited				*wedo-		Lat. uideo												Sense perception	Sight																																
62457	ɣémelos	ˈɣe.me.los	untested	ɣemelozio	ɣe.me.lo.z͡jo	untested	"lowly, low-lying, humble, simple"		adj		o/ā				dʰeǵʰ		ǵʰemelos		ǵʰemelosyo				hold		inherited																		Emotions and values	Social standing																																
62772	taltós	tal.ˈtos	untested	taltozio	tal.to.z͡jo	untested	"lifted, raised"		adj		o/ā												canon																				Spatial relations	Position																																
62986	ðubuménezā	ðu.bu.ˈme.ne.zaː	untested	ðubuménezās	ðu.bu.ˈme.ne.zaːs	untested	personal epithet lit. 'smart; lit. deep mind'		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
63033	méðu	ˈme.ðu	untested	meðóus	me.ˈðo͡ws	untested	intoxicating beverage		noun		u	n			medʰ		médʰu						canon		inherited																		Food and drink	Beverages																																
63115	plektós	plek.ˈtos	untested	plektózio	plek.ˈto.z͡jo	untested	"plaited, weaved, braided"		adj		o/ā				pleḱ		pleḱtós		pleḱtósyo				draft																				Basic actions and technology	Making and crafting					plékteti																											
63284	tód	ˈtod	untested	tózio	ˈto.z͡jo	untested	that		det						to								canon		inherited																		Quantity	Determiners										that																						
63553	vóβiom	ˈwo.βi.om	untested	voβiozio	wo.βi.o.z͡jo	untested	web; net		noun		o	f			webʰ		wóbʰiom						canon		inherited																		Basic actions and technology	Making and crafting																																
63591	móriarksos	ˈmor.iark.sos	untested	moriarksozio	mor.iark.so.z͡jo	untested	predatory sea mammal (lit. sea-bear)		noun		o	mf											canon	compound	innovation																		Animals	Sea creatures																																
63717	ákos	ˈa.kos	untested	ákezos	ˈa.ke.zos	untested	chaff		noun		s	n			h₂eḱ		h₂éḱos						canon	simplex	inherited																		Agriculture and vegetation	Crops																																
63764	melískos	me.ˈlis.kos	untested	melískozío	me.ˈlis.ko.z͡jo	untested	"personal name, lit. 'honey-ish (rare)'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
63803	mégam	ˈme.gam	untested			untested	"pronoun, 1.sg accusative"		pronoun								méǵm̥						draft	remodeling	innovation																		Quantity	Pronouns																																
63837	dérvī	ˈder.wiː	untested	derviiā́s	der.wi.ˈjaːs	untested	"feminine tree spirit, wood-nymph"		noun		ī/iā	f			der								canon	derivation	innovation																		Religion and belief	Spirits and supernatural																																
63954	βissós	βis.ˈsos	untested	βissózio	βis.ˈso.z͡jo	untested	trusted		adj		o/ā							bʰis.ˈsos					canon		inherited																		Emotions and values	Virtue and character																																
63959	megvos	me.ˈgʷos	untested	megvozio	me.ˈgʷo.z͡jo	untested	"big, great, mighty"	common register	adj		o/ā				meǵh₂		meǵwos						draft																				Quantity	Measure																																
64238	meliárktos	me.li.ˈark.tos	untested	meliárktozío	me.li.ˈark.to.z͡jo	untested	"personal name, lit. 'honey-bear'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
64240	pétrā	ˈpe.traː	untested	pétrās	ˈpe.traːs	untested	feather		noun		ā	f						pé.traː					canon		inherited																		Clothing and grooming	Adornment										feather																						
64726	néve	ˈne.we	untested			untested	nor; or not; neither		particle														draft																				Speech and language	Function words																																
64783	nékve	ˈne.kʷe	untested			untested	nor; and not; not either		adv								nékʷe						draft						*ne-kwe		Lat. ne-que												Speech and language	Function words																																
64867	βórnos	ˈβor.nos	untested	βornózio	ˈβor.no.z͡jo	untested	baby boy; the born one		noun		o	m			bʰer		bʰornos						canon		inherited		"PIE *bʰr̥-nó-s, zero-grade of *bʰer- 'to bear, carry, give birth'; the -n- is an extension; masculine counterpart to βornā (#327)"	used in key theological epithet agnis βornos ('Agnis the Baby / Agnis the Born One'); the epithet carries the full cosmogony: the one whose birth *was* the origin of everything; the birth = the Big Bang															Kinship	Birth and infancy		βórnā			βórnā; agnís; éngman																											
64881	sízdeti	ˈsiz.de.ti	untested	sísdonti	ˈsiz.don.ti	untested	to be sitting		verb				thematic	Ci-reduplicated	sed		sísdeti		sísdonti				draft	simplex	inherited																		Motion	Posture										to sit																						
64897	skeltós	skelˈtos	untested	skeltózio	skelˈto.z͡jo	untested	"split, cleft, cracked"		adj		o/ā				skelH								draft	derivation	innovation																		Basic actions and technology	Physical manipulation																																
65236	staltós	stal.ˈtos	untested	staltozio	stal.ˈto.z͡jo	untested	stupid		adj		o/ā				stel		stl̥tos						canon		inherited																		Emotions and values	Negative qualities																																
65495	gvarús	gʷa.ˈrus	untested	gvarú	gʷa.ˈru	untested	heavy		adj		u				gʷr̥h₂	review_zero_grade_or_stem	gʷr̥h₂ús						canon		inherited					*kuru-	Lat. gravis adj. 'heavy												Quantity	Measure										heavy																						
65713	grā́wō	ˈgraː.woː	untested	grā́wonés	gra.wo.ˈnes	untested	"millstone, quern"		noun		ō/nés	m			gʷréh₂		gʷréh₂wō		gʷréh₂wonés				draft	simplex	inherited																		Basic actions and technology	Tools					ákmō																											
65749	mélðō	ˈmel.ðoː	untested	melðonés	mel.ðo.ˈnes	untested	the one who smashes (name of Agnis’s hammer)		noun		ō/nés	m											draft																										melðániios																											
66525	régeti	ˈre.ge.ti	untested	régonti	ˈre.gon.ti	untested	"to be straightening, setting upright, guiding"		verb				thematic	root	h₃reǵ		h₃réǵeti		h₃réǵonti				draft	simplex	inherited																		Spatial relations	Position					rogéieti; rektós; regús																											
66694	sjūjéti	sjuː.ˈje.ti	untested			untested	to sew		verb				thematic	*-ye/o-	syuh1		syuh1-ye-ti						draft	simplex	inherited		verb; *syuh₁-																											1																						
67009	iṓr	ˈjoːr	untested	iōrés	joːˈres	untested	year		noun		root noun	n											draft	simplex	inherited																		Time	Periods																																
67313	nā́zā	ˈnaː.zaː	untested	nāzās	naː.zaːs	untested	nose		noun		ā	f			nās		nāseh₂						canon		inherited																		The body	Head and face										nose																						
67644	mariétor	mar.ˈje.tor	untested	marióntor	mar.ˈjon.tor	untested	die		verb				thematic	*-ye/o-	mer		mr̥yétor		mr̥yóntor				draft	simplex	inherited																		Warfare and hunting	Combat										to die																						
67696	néβalom	ˈne.βa.lom	untested	neβalozio	ne.βa.lo.z͡jo	untested	"fog, mist, haze; confusion"		noun		o	n			nebʰ		nebʰl̥om						canon		inherited																		The physical world	Weather										fog																						
68043	skéleti	ˈske.le.ti	untested	skélonti	ˈske.lon.ti	untested	"to split, cleave"		verb				thematic	root	skelH								draft	simplex	inherited																		Basic actions and technology	Physical manipulation																																
68178	seksdekam	seks.de.kam	untested			untested	sixteen (16)		num														draft	simplex	inherited																																																			
68775	βergós	βer.ˈgos	untested	βergózio	βer.ˈgo.z͡jo	untested	birch (tree)		noun		o	m			bʰerHǵ		bʰerHǵós						hold		inherited																		Agriculture and vegetation	Trees																																
69052	árkvos	ˈar.kʷos	untested	árkvozio	ˈar.kʷo.z͡jo	untested	arrow		noun		o	m						h₂érk.wos					canon	simplex	inherited																		Warfare and hunting	Weapons																																
69082	déukti	ˈde͡wk.ti	untested	dukénti	du.ˈken.ti	untested	to lead		verb				athematic	root									draft	simplex	inherited																		Motion	Locomotion																																
69320	vézonts	ˈwe.zonts	untested	vezontes	we.zon.tes	untested	bison		noun		-onts/nté-	mf						we.sonts					canon		inherited																		Animals	Wild mammals																											1		1			
69358	veikspotís	we͡jks.po.ˈtis	untested	veikspotéis	wejks.po.ˈte͡js	untested	"village headman, settlement lord"		noun		i	m			weyḱ + pot								canon		inherited		"compound: weiks 'settlement' + potis 'lord, master'; cf. Gk oikodespotēs structurally"	title; Woman in the Well myth: the headman who ratifies the well sanctuary		*wīks (settlement												véiks; potís	Social and political relations	Rulers and rank					potís; véiks; danvivéits; sakrovéstrom																											
69474	moréieti	mo.ˈre.je.ti	untested	moréionti	mo.re.ˈjon.ti	untested	kill (make die)		verb				thematic	*-éye/o-			moréyeti		moréyonti				draft	simplex	inherited																		Warfare and hunting	Combat										to kill																						causative
69514	septamdekam	sep.tam.de.kam	untested			untested	seventeen (17)		num														draft	simplex	inherited																																																			
69692	ovióm	o͡w.ˈjom	untested	oviózio	o͡w.ˈjo.z͡jo	untested	egg		noun		o	n			h₂ewy			ōw.ióm					canon		inherited																		Food and drink	Foods										egg																						
69706	gvoukólos	gʷo͡w.ˈko.los	untested	gvoukólozio	gʷo͡w.ˈko.loˈz͡jo	untested	cowherd		noun		o	m					gʷowkólos		gʷowkólosyo				draft		inherited																		Agriculture and vegetation	Pastoral																																
69965	gvessís	gʷes.ˈsis	untested	gvéssis	gʷes.ˈse͡js	untested	"speech, act of saying"		noun		i	f			gʷet		gʷéttis						canon		inherited	Ringe 2017	"ti-abstract from *gʷet- ""to say""; *tt > ss; potential homophonic tension with gvétu ""pitch/resin"" compounds"																Speech and language	Speaking					gvetís											1																
70589	svādús	swaː.ˈdus	untested	svādú	swaː.ˈdu	untested	sweet		adj		u				sweh₂d		sweh₂dús						canon		inherited				*swadu-		Lat. suāvis												Food and drink	Taste																																
70789	dvís	ˈdwis	untested			untested	twice		adv														draft																				Quantity	Cardinal numbers																																
71261	vezukā́relā	we.zu.ˈkaː.re.laː	untested	vezukā́relās	we.zu.ˈkaː.re.laːs	untested	"personal name, lit. 'good little dear one'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
71553	vezuménezos	we.zu.ˈme.ne.zos	untested	vezuménezozío	we.zu.ˈme.ne.zo.z͡jo	untested	personal epithet lit. 'good mind / good thought'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
71615	mantós	man.ˈtos	untested	mantózio	man.ˈto.z͡jo	untested	thought		noun		o	m			men		mn̥tós		mn̥tósyo				draft																				Cognition	Mind																																
71666	ðētís	ðeː.ˈtis	untested	ðētéis	ðeː.ˈte͡js	untested	"deed, act"		noun		i	f			dʰeh₁		dʰéh₁tis						canon	simplex	inherited					*dedi-													Basic actions and technology	Physical manipulation																																
71838	ɣvénti	ɣʷˈen.ti	untested	ɣvanénti	ɣʷa.ˈnen.ti	untested	"to be striking, beating, killing"		verb				athematic		gʷʰén		gʷʰénti		gʷʰnénti					simplex	inherited																																																			
71852	kleitos	kle͡j.ˈtos	untested	kleitozio	kle͡j.ˈto.z͡jo	untested	"leaning, sloped, inclined"		adj		o/ā				ḱley		ḱley.téh₂	ḱley.taʕ					canon		inherited																		Spatial relations	Position																																
72106	óks	ˈoks	untested	okvés	o.ˈkʷes	untested	eye	archaic	noun		root noun	m			h₃ekʷ		h₃ékʷs		h₃ekʷés				draft	simplex	inherited		noun; *h₃ekʷ-																The body	Head and face										1																						
72297	melī́nos	me.ˈliː.nos	untested	melī́nozío	me.ˈliː.no.z͡jo	untested	"personal name, lit. 'honey-do (rare)'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
72428	akuɣoizós	a.ku.ɣo͡j.ˈzos	untested	akuɣoizozío	a.ku.ɣo͡j.zo.ˈz͡jo	untested	"personal epithet, lit. 'sharp spear'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
72755	ɣvarús	ɣʷa.ˈrus	untested	ɣvaru	ɣʷa.ru	untested	"wild, beastly"		adj		u				ǵʰwr̥	review_zero_grade_or_stem	ǵʰwr̥ú̯s						canon		inherited																		Animals	Animal qualities																																
73155	tridekam	tri.de.kam	untested			untested	thirteen (13)		num														draft	simplex	inherited																																																			
73817	sakrovéstrom	sak.ro.ˈwes.trom	untested	sakrōvéstrā	sak.roː.ˈwes.traː	untested	"sanctuary, sacred precinct (institutional)"		noun		o	n			sh₂k + h₂wes		sh₂kro + h₂wéstrom						canon	compound	innovation		"the constitutive act of setting termana transforms westrom sakrom (descriptive) into sakrowestrom (institutional); the compound denotes the constituted sanctuary with defined termana, a danwiweits, and the force of covenant; Woman in the Well myth"																Religion and belief	Sacred places					sakrós; véstrom; térman; danvivéits; dā́nvī																											
73915	maldantóm	mal.dan.ˈtom	untested	maldantózio	mal.dan.ˈto.z͡jo	untested	lead		noun		o	n			(s)meld		ml̥dn̥tóm	ml̥.dn̥.ˈtom	*ml̥dn̥tósyo	ml̥.dn̥.ˈto.si.o			draft		inherited																		The physical world	Metals and minerals																																
73929	gantós	gan.ˈtos	untested	gantozio	gan.ˈto.z͡jo	untested	revealed; known; born		adj		o/ā				ǵenh₁		ǵn̥h₁tós; ǵn̥h₃tós						canon		inherited				*gan-yo-		"Lat. gigno, niiscor"												Emotions and values	Social standing																																
74250	véstrom	ˈwes.trom	untested	véstrozio	ˈwes.traː	untested	"place, location, site"		noun		o	n			h₂wes		h₂wés-tro-m						draft	derivation	innovation		"e-grade root *h₂wes- (to dwell, reside) + *-tro- place/instrument suffix + neuter *-m; pl. westrā (o-stem neuter); cf. PIE *h₂wes-to- in ablative formations"	"standalone entry promoted from lore usage; used as free noun in westrom sakrom (descriptive phrase) before lexicalization in sakrovéstrom; potential phonological collision with Westeros/fantasy conlang associations noted — treat as candidate, revisit if needed"														sakrovéstrom	Spatial relations	Place		térman; méltrom			sakrós; sakrovéstrom; térman; veikspotís																											
74257	skvónɣvom	ˈskʷon.ɣʷom	untested	skvónɣvozio	ˈskʷon.ɣʷo.z͡jo	untested	mushroom		noun		o	n			—								draft	simplex	loan																		Agriculture and vegetation	Wild plants																																
74519	targóm	tar.ˈgom	untested	targózio	tar.ˈgo.z͡jo	untested	"stone, rock"		noun		o	n			terg or terǵ		tr̥góm		tr̥gósyo				draft	derivation	loan																		The physical world	Landscape		ákmō			targā́; palzóm; palzā́																											
74797	dvidekam	dwi.de.kam	untested			untested	twelve (12)		num														draft	simplex	inherited																																																			
75077	álios	ˈa.li.jos	untested	áliozio	ˈa.li.jo.z͡jo	untested	other		adj		o/ā				h₂el		h₂élyos						canon	simplex	inherited																		Quantity	Determiners										other																						
75078	βāgodrevís	βaː.go.dre.ˈwis	untested	βāgodrevéis	βaː.go.dre.ˈwe͡js	untested	beech-tree		noun		i	mf											canon	compound	innovation																		Agriculture and vegetation	Trees																																
75291	svā́delā	ˈswaː.de.laː	untested	svā́delās	ˈswaː.de.laːs	untested	"personal name, lit. 'little sweet one'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
75313	iuktós	juk.ˈtos	untested	iuktozio	juk.ˈto.z͡jo	untested	yoked; burdened		adj		o/ā				yug		yugtós						canon		inherited																		Warfare and hunting	Yoking and binding																																
75525	βóros	ˈβo.ros	untested	βórozio	ˈβo.ro.z͡jo	untested	"burden, load, responsibility"		noun		o	m			bʰer		bʰóros						canon		inherited		"root-accented *bʰóros = result/patient noun (what is carried); cf. agent noun βorós 'bearer, carrier' (suffix-accented)"			*bur-az													Basic actions and technology	Physical manipulation					βorós; βérti																											
75989	kóimos	ˈko͡j.mos	untested	kóimozio	ˈko͡j.mo.z͡jo	untested	"settlement, camp; home"		noun		o	m						ˈḱoy.mos					canon		inherited																		The house	Dwelling																																
76085	virós	wi.ˈros	untested	virózio	wi.ˈro.z͡jo	untested	man; husband		noun		o	m						wih₁.ˈrós					canon		inherited																		Social and political relations	Persons							1			man (adult male)																			1	1		
76197	βorós	βo.ˈros	untested	βorózio	βo.ˈro.z͡jo	untested	"bearer, carrier"		noun		o	m			bʰer		bʰorós		bʰorósyo				draft		inherited		"suffix-accented *bʰorós = agent noun (the one who carries); cf. result noun βóros 'burden, load' (root-accented); same PIE accent-based semantic split as *tómos/*tomós"			*bur-az												angleβorós	Basic actions and technology	Physical manipulation					βóros; βérti; angleβorós																								1			
76404	vétos	ˈwe.tos	untested	vétezos	ˈwe.te.zos	untested	year		noun		s	n			wet		wétos						canon		inherited																		Time	Periods										year												1									1	
76558	βāmā	ˈβaː.maː	untested	βāmā́s	βaː.ˈmaːs	untested	"reputation (personal, moral)"		noun		ā	f			bʰeh₂		bʰéh₂meh₂						canon		inherited	Ringe 2017	"personal/moral reputation; contrasts with klévos (fame, renown, professional achievement) and klutom (fame, reputation as milestone)"				*fāmā > Lat. fāma	φήμη (phḗmē											Emotions and values	Social standing		klévos; klútom																														
76960	likrā́	lik.ˈraː	untested	likrā́s	lik.ˈraːs	untested	liver		noun		ā	f					likʷréh₂						canon		inherited																		The body	Internal organs										liver																						
77155	ɣoizós	ɣoj.ˈzos	untested	ɣoizozio	ɣoj.ˈzo.z͡jo	untested	spear		noun		o	m			ǵʰoys		ǵʰoysós						canon		inherited				*gayso-		Lat. gaesum												Warfare and hunting	Weapons																																
77254	sā́l	ˈsaːl	untested	sālés	saː.ˈles	untested	salt		noun		r/n	n			seh₂l		séh₂ls						canon		inherited																		Food and drink	Taste										salt																						
77417	βrā́tēr	ˈβraː.teːr	untested	βrā́tars	ˈβraː.tars	untested	brother		noun		r	m			bʰreh₂		bʰréh₂tēr						canon		inherited					*broper-m.													Kinship	Core kin									1																							
77522	móriekvos	ˈmo.ri.e.kʷos	untested	moriekvozio	mor.ie.kʷo.z͡jo	untested	a sea creature		noun		o	m											canon	compound	innovation																		Animals	Sea creatures																																
77576	pávos	ˈpa.wos	untested	pavozio	pa.wo.z͡jo	untested	few		adj		o/ā				ph₂w		ph₂wos						canon		inherited																		Quantity	Measure										few																						
77692	ákvā	ˈa.kʷaː	untested	ákvās	ˈa.kʷaːs	untested	river		noun		ā	f			h₂eḱ			h₂eḱ.weh₂					canon	simplex	inherited																		The physical world	Water												1							1		1	1										
77733	ɣáitos	ˈɣaɪ.tos	untested	ɣáitozio	ˈɣaɪ.to.z͡jo	untested	he-goat		noun		o	m			gʰh₂eyd		gʰáydos						canon		inherited																		Animals	Domestic animals																																
77748	iós	ˈjos	untested	iózio	ˈjo.z͡jo	untested	which		det								h₁yós						draft	simplex	inherited																		Speech and language	Function words										who																						
77757	méldeti	ˈmel.de.ti	untested	méldonti	mel.don.ti	untested	"melt, smelt"		verb				thematic	root	(s)meld		méldeti	ˈmel.de.ti	*méldonti	ˈmel.don.ti			draft	simplex	inherited					*smeltan-													Basic actions and technology	Making and crafting																																
77885	vissós	wis.ˈsos	untested	vissózio	wis.ˈso.z͡jo	untested	"seen; understood, known"		adj		o/ā				weyd		widtós						canon		inherited																		Sense perception	Sight																1																
77899	keivís	ke͡j.ˈwis	untested	keivis	kej.ˈwe͡js	untested	"citizen, settled person"		noun		i	m						ḱei.wis					canon		inherited																		Social and political relations	Persons																																
78343	óst	ˈost	untested	ostés	os.ˈtes	untested	bone		noun		root noun	n			h₃esth₁		h₃ésth₁						canon		inherited																		The body	Horn and bone										bone																						
78547	gvetís	gʷe.ˈtis	untested	gvetís	gʷe.ˈte͡js	untested	"a saying, statement, phrase"		noun		i	f			gʷet		gʷetís						canon		inherited	Ringe 2017	"result/content noun from *gʷet- ""to say""; contrasts with gvéssis (action noun)"																Speech and language	Speaking					gvessís																											
78883	órzos	ˈor.zos	untested	órsozio	ˈor.so.z͡jo	untested	arse		noun		o	m			h₁ors		h₁órsos						canon		inherited					*arsa-													The body	Torso and trunk																																
78994	próuzeti	ˈprou̯.ze.ti	untested			untested	to freeze		verb				thematic	root	prews		prews-e-ti						draft	simplex	inherited		"verb; *gel- — cf. gélu, gelús"																											1																						
79033	ávi	ˈa.wi	untested			untested	on the other hand; however		particle														draft	derivation	innovation																		Speech and language	Function words																																
79074	stéigeti	ˈstei̯.ɡe.ti	untested			untested	to stab		verb				thematic	root	steig		steig-e-ti						draft	simplex	inherited		verb; *stebʰ- or *ḱer-																											1																						
79327	oinoɣimós	oj.no.ɣi.ˈmos	untested	oinoɣimozio	oj.no.ɣi.mo.z͡jo	untested	one year old (lit. one winter)		adj		o/ā						h₁oynoǵʰimos		h₁oynoǵʰimosyo				draft																				Quantity	Age reckoning																																
79382	viðévos	wi.ˈde.wos	untested	viðévozio	wi.ˈde.wo.z͡jo	untested	widowed		adj		o/ā				h₁widʰ		h₁widʰh₁éwos						canon		inherited																		Social and political relations	Social roles																																
79431	gvénī	ˈgʷe.niː	untested	gveniiā́s	gʷe.ni.ˈjaːs	untested	lady (woman of moral or social standing)		noun		ī/iā	f			gʷen		gʷénih₂		gʷén-yéh₂-s				canon		inherited				"*benA,*bena"	*kwenon-													Social and political relations	Persons																																
79442	sedlom	sed.lom	untested	sedlozio	sed.lo.z͡jo	untested	seat		noun		o	n											draft	simplex	inherited																		The house	Furniture																																
79567	ɣvérō	ˈɣʷe.roː	untested	ɣvéronés	ɣʷe.ro.ˈnes	untested	the warm one (epithet of Agnis)		noun		ō/nés	m											draft																																																					
79641	kórios	ˈkor.ios	untested	kóriozio	ˈkor.io.z͡jo	untested	"army, troops"		noun		o	m			ker			ˈkor.ios					canon		inherited																		Warfare and hunting	Military																																
79857	nā́zlos	ˈnaːz.los	untested	nāzlozio	naːz.lo.z͡jo	untested	nostril		noun		o	n			nāsl		nāslos						canon		inherited																		The body	Head and face																																
80050	tégus	ˈte.gus	untested	tegóus	ˈte.ˈgo͡ws	untested	thick		adj		u				teg		tégus						canon		inherited																		Spatial relations	Shape and dimension										thick																						
80480	ɣánts	ˈɣants	untested	ɣantés	ɣan.ˈtes	untested	goose		noun		root noun	mf			ǵʰh₂ens	review_base_not_root	ǵʰh₂éns						canon		inherited					*gans-f.	Lat. ii.nser m.(f.) 'id.'												Animals	Birds																																
80621	iunékti	ju.ˈnek.ti	untested	iungénti	jun.ˈgen.ti	untested	"to join, yoke"		verb				athematic	nasal-infix	yewg		yunégti		yungénti				hold	simplex	inherited																		Warfare and hunting	Yoking and binding																																
80739	santóm	san.ˈtom	untested	santózio	san.ˈto.z͡jo	untested	iron		noun		o	n			h₁esh₂		h₁sh₂n-n̥t-óm						canon		inherited		via *sanantóm; haplology of medial *-anan- > *-an-; parallel formation to argantóm (*h₂r̥ǵn̥tóm); no cognates expected in 4sl	"zero-grade oblique stem *h₁sh₂n- of *h₁esh₂r ~ *h₁sh₂n- (blood) + adjectival/substantival suffix *-n̥t-óm; iron as blood-substance; engman gradient: iron is condensed ash-fire, cf. áios"	*isarno- / *Isarno-														The physical world	Metals and minerals																																
81325	dúvō	ˈdu.woː	untested			untested	two		num		irreg	mf			dew	review_base_not_root							canon																				Quantity	Cardinal numbers																																
81453	βornóman	βor.ˈno.man	untested	βornoméns	βor.no.ˈmens	untested	birth-name (place-holder name given at birth)		noun		man/mén-	n											draft	compound	innovation		"< *βornonóman (βornos 'baby' + nóman 'name'), haplology of -nono- > -no-; genitive haplologizes identically; name given at birth, typically patronymic or birth-order; functions as placeholder until penkveɣimonóman at age five"																Social organization	Name types					nóman; βórnos																											
81501	tritós	tri.ˈtos	untested	tritószio	tri.ˈto.z͡jo	untested	third		det		o/ā												draft	simplex	inherited																		Quantity	Ordinal numbers																																
81508	ánkos	ˈan.kos	untested	ánkezos	ˈan.ke.zos	untested	"curve, bend"		noun		s	n			h₂enk		h₂énkos						canon	simplex	inherited					*angra-	Lat. ancrae 'valley'												Spatial relations	Shape and dimension																																
