page,line,headword,gloss,class,heading
319,15928,*royno-,"route, road",Noun,"*royno- 'route, road' [Noun]"
319,15941,*rud-i-,"redden, become red",Vb,"*rud-i- 'redden, become red' [Vb]"
319,15951,*rfinā,"secret, magic",Noun,"*rfinā 'secret, magic' [Noun]"
320,15974,*ru-n-d-o-,paint red,Vb,*ru-n-d-o- 'paint red' [Vb]
320,15983,"*rosk(l)o-,",bark,Noun,"*rosk(l)o-, *rusko- 'bark' [Noun]"
320,16005,*ruxtu-,noise,Noun,*ruxtu- 'noise' [Noun]
321,16021,*sado-,easy,Adj,*sado- 'easy' [Adj]
321,16031,*sag-yo-,seek,Vb,*sag-yo- 'seek' [Vb]
321,16050,*sakro-,ugly,Adj,*sakro- 'ugly' (?) [Adj]
322,16075,*sala,dirt,Noun,*sala 'dirt' [Noun]
322,16087,*salano-,salt,Noun,*salano- 'salt' [Noun]
322,16103,*salik-,willow,Noun,*salik- 'willow' [Noun]
323,16122,*saltro-,trampling,Noun,*saltro- 'trampling' [Noun]
323,16136,*samali-,"similitude, description",Noun,"*samali- 'similitude, description' [Noun]"
323,16150,*samalo-,"like, as",Prep,"*samalo- 'like, as' [Prep]"
324,16169,*samo-,summer,Noun,*samo- 'summer' [Noun]
324,16187,*sllmo-,"calm, easy, pleasant",Adj,"*sllmo- 'calm, easy, pleasant' [Adj]"
324,16200,*samo-siskʷi,"heifer, sterile cow",Noun,"*samo-siskʷi 'heifer, sterile cow' [Noun]"
325,16214,*samoni-,"assembly, (feast of the) first month of the year",Noun,"*samoni- 'assembly, (feast of the) first month of the year' [Noun]"
325,16228,*sanesto-,(secret) advice,Noun,*sanesto- '(secret) advice' [Noun]
325,16246,*sani,different,Adj,*sani 'different' [Adj]
326,16262,*san-na-,reach,Vb,*san-na- 'reach' [Vb]
326,16281,*santero-,"half, middle",Adj,"*santero- 'half, middle' [Adj]"
326,16285,*siss-ii-,satisfy,Vb,*siss-ii- 'satisfy' [Vb]
326,16289,*sasyo-,barley,Noun,*sasyo- 'barley' [Noun]
326,16306,"*sati-,","swarm, throng",Noun,"*sati-, *satyo- 'swarm, throng' [Noun]"
327,16328,*sati-,"sufficiency, fill",Noun,"*sati- 'sufficiency, fill' [Noun]"
327,16340,*sawol-,sun,Noun,*sawol- / *suli- 'sun' [Noun]
327,16357,*saytlo-,"age, lifetime",Noun,"*saytlo- 'age, lifetime' [Noun]"
328,16373,*saytro-,"work, labour",Noun,"*saytro- 'work, labour' [Noun]"
328,16377,*saytu-,"labour, illness",Noun,"*saytu- 'labour, illness' [Noun]"
328,16389,*sebro-,"demon, spectre",Noun,"*sebro- 'demon, spectre' [Noun]"
328,16406,*sed-o-,sit,Vb,*sed-o- 'sit' [Vb]
329,16422,*sedlo-,seat,Noun,*sedlo- 'seat' [Noun]
329,16432,"*sedo-,","tumulus (inhabited by supernatural beings), peace",Noun,"*sedo-, *sidos- 'tumulus (inhabited by supernatural beings), peace' [Noun]"
329,16453,*seg-eto-,seed,Noun,*seg-eto- 'seed' [Noun]
330,16471,"*segno-,","trap, snare",Noun,"*segno-, *sogno- 'trap, snare' [Noun]"
330,16484,*sego-,force,Noun,*sego- 'force' [Noun]
330,16504,*seg-(y)o-,"sow, put",Vb,"*seg-(y)o- 'sow, put' [Vb]"
331,16520,*sekʷ-o-,follow,Vb,*sekʷ-o- 'follow' [Vb]
331,16534,*sekʷ-o-,say,Vb,*sekʷ-o- 'say' [Vb]
331,16547,*sekʷo-,"besides, without",Prep,"*sekʷo- 'besides, without' [Prep]"
332,16568,*seket-,"hide, skin",Noun,"*seket- 'hide, skin' [Noun]"
332,16572,*selga,hunt,Noun,*selga 'hunt' [Noun]
332,16587,*selwa,possession,Noun,*selwa 'possession' [Noun]
332,16600,*semiti-,also,,*semiti- 'also'
333,16617,*sem-o-,pour,Vb,*sem-o- 'pour' [Vb]
333,16630,*seno-,old,Adj,*seno- 'old' [Adj]
333,16642,*sentu-,path,Noun,*sentu- 'path' [Noun]
333,16660,*serrll,sickle,Noun,*serrll 'sickle' [Noun]
334,16679,*serwa,theft,Noun,*serwa 'theft' [Noun]
334,16690,*sex-skali-,"rushes, sedge",Noun,"*sex-skali- 'rushes, sedge' [Noun]"
334,16706,*se(x)sman,"nail, rivet",Noun,"*se(x)sman 'nail, rivet' [Noun]"
335,16717,*sextam,seven,Num,*sextam 'seven' [Num]
335,16731,*sextameto-,seventh,Ordinal,*sextameto- 'seventh' [Ordinal]
335,16740,*sfelgā,spleen,Noun,*sfelgā 'spleen' [Noun]
335,16760,*stemi-,thin,Adj,*stemi- 'thin' [Adj]
336,16776,*sfenyo-,"teat, pap",Noun,"*sfenyo- 'teat, pap' [Noun]"
336,16790,*sferā,heel,Noun,*sferā 'heel' [Noun]
337,16825,*sfondo-,"stick, staff",Noun,"*sfondo- 'stick, staff' [Noun]"
337,16841,*sfrawo-,crow,Noun,*sfrawo- 'crow' [Noun]
337,16855,*sfraxto-,"fluent, eloquent, lively",Adj,"*sfraxto- 'fluent, eloquent, lively' [Adj]"
338,16876,*sfrusso-,"quick, fast",Adj,"*sfrusso- 'quick, fast' [Adj]"
338,16890,*si,she,Pron,*si 'she' [Pron]
338,16905,*sido-,"elk, stag",Noun,"*sido- 'elk, stag' [Noun]"
339,16920,*sil-n-,look,Vb,*sil-n- (?) 'look' [Vb]
339,16936,*sīlo-,"seed, descendants",Noun,"*sīlo- 'seed, descendants' [Noun]"
339,16949,*sīnā,weather,Noun,*sīnā 'weather' [Noun]
339,16962,*sindo-,this,Demonstrative Pronoun,*sindo- 'this' [Demonstrative Pronoun]
340,16979,*si-ni-,"stretch, extend",Vb,"*si-ni- 'stretch, extend' [Vb]"
340,16983,*siro-,long,Adj,*siro- 'long' [Adj]
340,17001,*siskʷo-,dry,Adj,*siskʷo- 'dry' [Adj]
341,17018,*si-sta-,"put, stand",Vb,"*si-sta- 'put, stand' [Vb]"
341,17029,*siti-,length,Noun,*siti- 'length' [Noun]
341,17048,*sitla,vase,Noun,*sitla 'vase' [Noun]
341,17060,*skʷetlo-,story,Noun,*skʷetlo- 'story' [Noun]
342,17081,*skʷiyat-,hawthorn,Noun,*skʷiyat- 'hawthorn' [Noun]
342,17097,*skamo-,light,Adj,*skamo- 'light' [Adj]
342,17113,*skan-n-d-o-,jump,Vb,*skan-n-d-o- 'jump' [Vb]
343,17131,*skara-,"divide, separate",Vb,"*skara- 'divide, separate' [Vb]"
343,17146,*skilto-,shadow,Noun,*skilto- 'shadow' [Noun]
343,17164,*skilx-slo-,"demon, supernatural being",Noun,"*skilx-slo- 'demon, supernatural being' [Noun]"
344,17179,*skedo-,"wing, shoulder",Noun,"*skedo- 'wing, shoulder' [Noun]"
344,17194,*skek-,"move, stir",Vb,"*skek- 'move, stir' [Vb]"
344,17210,*skeno-,knife,Noun,*skeno- 'knife' [Noun]
344,17214,*skerd-(y)o-,scrape off,Vb,*skerd-(y)o- 'scrape off' [Vb]
345,17233,*sketo-,shield,Noun,*sketo- 'shield' [Noun]
345,17251,*skīssu-,weariness,Noun,*skīssu- 'weariness' [Noun]
345,17255,*skīto-,tired,Adj,*skīto- 'tired' [Adj]
345,17271,*(s)kītto-,"left, clumsy",Adj,"*(s)kītto- 'left, clumsy' [Adj]"
346,17289,*skiy-o-,"vomit, spew",Vb,"*skiy-o- 'vomit, spew' [Vb]"
346,17305,*skiy-o-,cut,Vb,*skiy-o- 'cut' [Vb]
346,17317,*skolta,"fissure, cleft",Noun,"*skolta 'fissure, cleft' [Noun]"
347,17343,*skribb-a-,scratch,Vb,*skribb-a- 'scratch' [Vb]
347,17356,*skublo-,bird of prey,Noun,*skublo- 'bird of prey' [Noun]
347,17366,*skuta,"point, edge",Noun,"*skuta 'point, edge' [Noun]"
348,17381,*slad-yo-,"hit, slay",Vb,"*slad-yo- 'hit, slay' [Vb]"
348,17392,*slano-,"safe, whole, sane",Adj,"*slano- 'safe, whole, sane' [Adj]"
348,17408,*slatta,"stalk, staff",Noun,"*slatta 'stalk, staff' [Noun]"
348,17424,*slebos-,slope,Noun,*slebos- 'slope' [Noun]
349,17441,*slig-o-,"strike, hew",Vb,"*slig-o- 'strike, hew' [Vb]"
349,17451,*slimono-,"polished, smooth",Adj,"*slimono- 'polished, smooth' [Adj]"
349,17464,*slowgo-,"troop, army",Noun,"*slowgo- 'troop, army' [Noun]"
350,17479,*slu-n-k-o-,swallow,Vb,*slu-n-k-o- 'swallow' [Vb]
350,17495,*smeko-,chin,Noun,*smeko- 'chin' [Noun]
350,17508,*smero-,blackberry,Noun,*smero- 'blackberry' [Noun]
350,17521,*smeru-,marrow,Noun,*smeru- 'marrow' [Noun]
351,17537,*snad-o-,"hew, carve",Vb,"*snad-o- 'hew, carve' [Vb]"
351,17551,*snā-,swim,Vb,*snā- 'swim' [Vb]
351,17562,*snād-i-,protect,Vb,*snād-i- 'protect' [Vb]
351,17572,*snamo-,swimming,,*snamo- 'swimming'
351,17578,*snāto-,thread,Noun,*snāto- 'thread' [Noun]
352,17596,*snida,nit,Noun,*snida 'nit' [Noun]
352,17611,*snigʷ-(y)o-,snow,Vb,*snigʷ-(y)o- 'snow' [Vb]
352,17624,*snls,we,Pron,*snls 'we' [Pron]
353,17641,*sniy-o-,"spin, weave",Vb,"*sniy-o- 'spin, weave' [Vb]"
353,17653,*snowdo-,"mist, haze",Noun,"*snowdo- 'mist, haze' [Noun]"
353,17668,*so-,this,Demonstrative Pron.,*so- 'this' [Demonstrative Pron.]
353,17682,*sodyo-,seat,Noun,*sodyo- 'seat' [Noun]
354,17694,*somo-,same,Pron,*somo- 'same' [Pron]
354,17703,*sondo-,that,Pron,*sondo- 'that' [Pron]
354,17717,*sowno-,sleep,Noun,*sowno- 'sleep' [Noun]
355,17735,*sowono-,"sun, sunlight",Noun,"*sowono- 'sun, sunlight' [Noun]"
355,17747,*soyto-,magic,Noun,*soyto- 'magic' [Noun]
355,17761,*sregn-o-,snore,Vb,*sregn-o- 'snore' [Vb]
355,17765,*srobu-,"snout, beak",Noun,"*srobu- 'snout, beak' [Noun]"
355,17774,*srogna,nose,Noun,*srogna 'nose' [Noun]
356,17794,*srowman-,stream,Noun,*srowman- 'stream' [Noun]
356,17804,*sruto-,"stream, flow",Noun,"*sruto- 'stream, flow' [Noun]"
356,17820,*stabo-,"shaft, pole",Noun,"*stabo- 'shaft, pole' [Noun]"
357,17840,*stamnl,mouth,Noun,*stamnl 'mouth' [Noun]
357,17856,*star-na-,"strew, broaden",Vb,"*star-na- 'strew, broaden' [Vb]"
357,17871,*statll,heel,Noun,*statll 'heel' [Noun]
358,17894,*sterka,love,Noun,*sterka 'love' [Noun]
358,17909,*stera,star,Noun,*stera 'star' [Noun]
358,17927,*stirrako-,"small animal, chick",Noun,"*stirrako- 'small animal, chick' [Noun]"
359,17941,*stlīki-,lye,Noun,*stlīki- 'lye' [Noun]
359,17952,*stlissu-,"side, wall",Noun,"*stlissu- 'side, wall' [Noun]"
359,17969,*stlondo-,"sense, meaning",Noun,"*stlondo- 'sense, meaning' [Noun]"
359,17983,*(s)towxsman-,"bend, arch, curve",Noun,"*(s)towxsman- 'bend, arch, curve' [Noun]"
360,18001,*strato-,valley,Noun,*strato- 'valley' [Noun]
360,18014,*stronko-,excrement,,*stronko- 'excrement'
360,18030,*(s)troxtt,urine,Noun,*(s)troxtt 'urine' [Noun]
360,18034,*struti-,"old, senior",Adj,"*struti- 'old, senior' [Adj]"
361,18050,*stu-n-g-o-,bend,Vb,*stu-n-g-o- 'bend' [Vb]
361,18064,*su-,good,(Prefixed) Adjective,"*su- 'good' [Adv], [(Prefixed) Adjective]"
361,18075,*subi-,strawberry,Noun,*subi- 'strawberry' [Noun]
361,18085,"*su.dya,",soot,Noun,"*su.dya, *sudya 'soot' [Noun]"
362,18106,*sukko-,pig,Noun,*sukko- 'pig' [Noun]
362,18124,*su-oxsmiyo-,rich,Adj,*su-oxsmiyo- 'rich' [Adj]
362,18134,*sutu-,"fruit, produce, issue",Noun,"*sutu- 'fruit, produce, issue' [Noun]"
363,18154,*suw-o-,"turn, wind",Vb,"*suw-o- 'turn, wind' [Vb]"
363,18165,*suxto-,"silence, inactivity",Noun,"*suxto- 'silence, inactivity' [Noun]"
363,18175,*swadu-,sweet,Adj,*swadu- 'sweet' [Adj]
363,18184,*swan-na-,"sound, play (an instrument)",Vb,"*swan-na- 'sound, play (an instrument)' [Vb]"
364,18198,*swanto-,"desire, what is desired",Noun,"*swanto- 'desire, what is desired' [Noun]"
364,18219,*swar-yo-,laugh,Vb,*swar-yo- 'laugh' [Vb]
364,18234,*swe-,"self, own",Pron,"*swe- 'self, own' [Pron]"
365,18250,*swed-o-,swell,Vb,*swed-o- 'swell' [Vb]
365,18262,*swedu-,swelling,Noun,*swedu- 'swelling' [Noun]
365,18266,*swekrfi-,mother-in-law,Noun,*swekrfi- 'mother-in-law' [Noun]
365,18277,*swekrVno-,father-in-law,Noun,*swekrVno- 'father-in-law' [Noun]
365,18290,*swelo-,"turn, moment",Noun,"*swelo- 'turn, moment' [Noun]"
366,18311,*swengo-,thin,Adj,*swengo- 'thin' [Adj]
366,18321,*swergo-,illness,Noun,*swergo- 'illness' [Noun]
366,18329,*swerno-,"loud, whirling",Adj,"*swerno- 'loud, whirling' [Adj]"
366,18333,*swerwo-,bitter,Adj,*swerwo- 'bitter' [Adj]
367,18349,*swīsso-,sweat,Noun,*swīsso- 'sweat' [Noun]
367,18362,*swesu.r,sister,Noun,*swesu.r / *swesr-os 'sister' [Noun]
367,18375,*swexs,six,Num,*swexs 'six' [Num]
367,18394,*swexto-,taste,Noun,*swexto- 'taste' [Noun]
368,18407,*swis,you (p),Pron,*swis 'you (p)' [Pron]
368,18425,*swizd-o-,blow,Vb,*swizd-o- 'blow' [Vb]
368,18439,*sworo-,louse,Noun,*sworo- 'louse' [Noun]
369,18452,*tag-o-,"strangle, choke",Vb,"*tag-o- 'strangle, choke' [Vb]"
369,18463,*talamon-,"earth, ground",Noun,"*talamon- 'earth, ground' [Noun]"
369,18477,*tal-i-,pay,,*tal-i- 'pay'
370,18499,*talskV-,"fragment, piece",Noun,"*talskV- 'fragment, piece' [Noun]"
370,18511,*talu-,"front, forehead",Noun,"*talu- 'front, forehead' [Noun]"
370,18527,*tana,time,Noun,*tana 'time' [Noun]
371,18558,*tand-man-,"cutting, gnawing",Noun,"*tand-man- 'cutting, gnawing' [Noun]"
371,18571,*tangʷāt-,tongue,Noun,*tangʷāt- 'tongue' [Noun]
372,18591,*tanko-,peace,Noun,*tanko- 'peace' [Noun]
372,18609,*tanno-,green oak,Noun,*tanno- 'green oak' [Noun]
372,18623,*tan-nu-,"broaden, spread, stretch",Vb,"*tan-nu- 'broaden, spread, stretch' [Vb]"
372,18634,*tantā,"cord, cable",Noun,"*tantā 'cord, cable' [Noun]"
373,18650,*tlrlko-,"tick, insect",Noun,"*tlrlko- 'tick, insect' [Noun]"
373,18654,*tarankyo-,nail,Noun,*tarankyo- 'nail' [Noun]
373,18658,*taras,across,Prep,*taras 'across' [Prep]
373,18668,*taratro-,auger,Noun,*taratro- 'auger' [Noun]
373,18685,*tara-wo-,"hit, strike",Vb,"*tara-wo- 'hit, strike' [Vb]"
374,18707,*targʷ-o-,"disturb, scare",Vb,"*targʷ-o- 'disturb, scare' [Vb]"
374,18719,*tar(r)tu-,"dryness, thirst",Noun,"*tar(r)tu- 'dryness, thirst' [Noun]"
374,18732,*tarwo-,bull,Noun,*tarwo- 'bull' [Noun]
375,18751,*tar-yo-,"boil, burst",Vb,"*tar-yo- 'boil, burst' [Vb]"
375,18763,*tasko-,badger,Noun,*tasko- 'badger' [Noun]
375,18781,*tltaot-,thief,Noun,*tltaot- 'thief' [Noun]
376,18796,*tato-,father,Noun,*tato- 'father' [Noun]
376,18806,*tawso-,deaf,Adj,*tawso- 'deaf' [Adj]
376,18817,*taws-yo-,"be quiet, be still",Vb,"*taws-yo- 'be quiet, be still' [Vb]"
376,18833,*tī-yo-,melt,Vb,*tī-yo- 'melt' [Vb]
376,18837,*tll-yo-,"stand, find oneself (somewhere)",Vb,"*tll-yo- 'stand, find oneself (somewhere)' [Vb]"
377,18854,*ta-yo-,melt,Vb,*ta-yo- 'melt' [Vb]
377,18869,*taysto-,dough,Noun,*taysto- 'dough' [Noun]
377,18882,*taxslo-,axe,Noun,*taxslo- 'axe' [Noun]
378,18902,*tefent-,"hot, warm",Adj,"*tefent- 'hot, warm' [Adj]"
378,18911,*tefesmi-,warm,Adj,*tefesmi- 'warm' [Adj]
378,18915,*tefnet-,fire,Noun,*tefnet- 'fire' [Noun]
378,18930,*tefstu-,heat,Noun,*tefstu- (*texstu-) 'heat' [Noun]
379,18948,*teg-,go,Vb,*teg- 'go' [Vb]
379,18964,*tegos-,house,Noun,*tegos- 'house' [Noun]
379,18992,*tego-slowgo-,household,Noun,*tego-slowgo- 'household' [Noun]
380,19008,*tegu-,thick,Adj,*tegu- 'thick' [Adj]
380,19020,*tekʷ-o-,"run, flee",Vb,"*tekʷ-o- 'run, flee' [Vb]"
380,19038,*telmi-,"sling, snare",Noun,"*telmi- 'sling, snare' [Noun]"
381,19054,*temeslo-,darkness,Noun,*temeslo- 'darkness' [Noun]
381,19070,*temo-,dark,Adj,*temo- 'dark' [Adj]
381,19078,*tend-o-,"break, cut",Vb,"*tend-o- 'break, cut' [Vb]"
381,19086,*tennyo-,"holly, elder",Noun,"*tennyo- 'holly, elder' [Noun]"
381,19090,*teterV-,scaldcrow,Noun,*teterV- 'scaldcrow' [Noun]
381,19101,*tigerno-,"lord, master",Noun,"*tigerno- 'lord, master' [Noun]"
382,19128,*tigu-,"final, last",Adj,"*tigu- 'final, last' [Adj]"
382,19137,*ti-ni-,melt,Vb,*ti-ni- 'melt' [Vb]
382,19149,*tīros-,"land, earth",Noun,"*tīros- 'land, earth' [Noun]"
383,19170,*tlllstl,weakness,Noun,*tlllstl 'weakness' [Noun]
383,19174,*tlllti-,"weak, sick",Adj,"*tlllti- 'weak, sick' [Adj]"
383,19188,*tli-na-,"take away, steal",Vb,"*tli-na- 'take away, steal' [Vb]"
383,19202,*tlokʷ-i-,talk,Vb,*tlokʷ-i- 'talk' [Vb]
384,19215,*tlustu-,"kine, riches",Noun,"*tlustu- 'kine, riches' [Noun]"
384,19232,*to-,to,Prep,*to- 'to' [Prep]
384,19243,*to-ad-ret-o-,"reach, grasp",Vb,"*to-ad-ret-o- 'reach, grasp' [Vb]"
384,19250,*to-ambi-org-o-,"press, strike down",Vb,"*to-ambi-org-o- 'press, strike down' [Vb]"
384,19256,*tod,"yes, indeed",Particle,"*tod 'yes, indeed' [Particle]"
385,19272,*to-exs-brend-o-,flow,Vb,*to-exs-brend-o- 'flow' [Vb]
385,19276,*to-fare-ufo-kan-o,prophesize,Vb,*to-fare-ufo-kan-o 'prophesize' [Vb]
385,19284,*togyl,"covering, roof",Noun,"*togyl 'covering, roof' [Noun]"
385,19288,*to-kom-far-sko-,ask,Vb,*to-kom-far-sko- 'ask' [Vb]
385,19297,*tolgo-,"strength, energy",Noun,"*tolgo- 'strength, energy' [Noun]"
385,19307,*tol-i-yo-,sleep,Vb,*tol-i-yo- 'sleep' [Vb]
386,19318,*tondi,"skin, surface",Noun,"*tondi 'skin, surface' [Noun]"
386,19333,*tong-o-,swear,Vb,*tong-o- 'swear' [Vb]
386,19356,*tonketo-,destiny,Noun,*tonketo- 'destiny' [Noun]
387,19376,*torano-,thunder,Noun,*torano- 'thunder' [Noun]
387,19395,*to-ret-o-,approach,Vb,*to-ret-o- 'approach' [Vb]
387,19402,*to-rid-,"pillar, hero",,"*to-rid- 'pillar, hero'"
388,19416,*torrV-,belly,Noun,*torrV- 'belly' [Noun]
388,19432,*torrllko-,pregnant,Adj,*torrllko- 'pregnant' [Adj]
388,19444,*to-skara-,"conquer, subject, strew",Vb,"*to-skara- 'conquer, subject, strew' [Vb]"
388,19451,*to-sl-iyo-,earn,Vb,*to-sl-iyo- 'earn' [Vb]
389,19472,*to-wissako-,"chief, first",Adj,"*to-wissako- 'chief, first' [Adj]"
389,19488,*to-wissu-,"leadership, act ofleading, driving",Noun,"*to-wissu- 'leadership, act ofleading, driving' [Noun]"
389,19497,*towta,"people, tribe",Noun,"*towta 'people, tribe' [Noun]"
390,19518,*towto-,"left, north",Adj,"*towto- 'left, north' [Adj]"
390,19532,*toybo-,side,Noun,*toybo- 'side' [Noun]
390,19546,*tragi-,"beach, low tide",Noun,"*tragi- 'beach, low tide' [Noun]"
390,19559,*trāns-,across ,Prep,*trāns- 'across ' [Prep]
391,19565,*tratu-,"length of time, hour",Noun,"*tratu- 'length of time, hour' [Noun]"
391,19578,*tre,through,Prep,*tre 'through' [Prep]
391,19593,*treba,settlement,Noun,*treba 'settlement' [Noun]
392,19619,*trebno-,"room, house",Noun,"*trebno- 'room, house' [Noun]"
392,19623,*trebro-,wise,Adj,*trebro- 'wise' [Adj]
392,19627,*treget-,foot,Noun,*treget- 'foot' [Noun]
392,19649,*trexs(n)o-,strong,Adj,*trexs(n)o- 'strong' [Adj]
393,19667,*tris,three,Num,*tris 'three' [Num]
393,19686,*trisano-,one third,Num,*trisano- 'one third' [Num]
393,19694,*trowgo-,"sorry, sad",Adj,"*trowgo- 'sorry, sad' [Adj]"
394,19717,*trowkkaro-,merciful,Adj,*trowkkaro- 'merciful' [Adj]
394,19721,"*truk-,","trunk, broken part",,"*truk-, *truxso- 'trunk, broken part'"
394,19741,*trummo-,heavy,Adj,*trummo- 'heavy' [Adj]
394,19759,*trussko-,"dirty, leprous",Adj,"*trussko- 'dirty, leprous' [Adj]"
395,19775,*trusto-,"noise, cry",Noun,"*trusto- 'noise, cry' [Noun]"
395,19785,*truti-,starling,Noun,*truti- 'starling' [Noun]
395,19805,"*to,",you,Pron,"*to, *tu 'you' [Pron]"
396,19828,*tud-o-,fall,Vb,*tud-o- 'fall' [Vb]
396,19836,*tukna,"back, bottom, arse",Noun,"*tukna 'back, bottom, arse' [Noun]"
396,19854,*tullo-,"pierced, perforated",Adj,"*tullo- 'pierced, perforated' [Adj]"
397,19875,*tumbo-,"excrescence, hill",Noun,"*tumbo- 'excrescence, hill' [Noun]"
397,19885,*tum-i-,grow,Vb,*tum-i- 'grow' [Vb]
397,19899,*tunda,wave,Noun,*tunda 'wave' [Noun]
398,19917,*tuto-,vulva,Noun,*tuto- 'vulva' [Noun]
398,19926,*tworko-,boar,Noun,*tworko- 'boar' [Noun]
398,19947,*uden-sk-yo-,water,Noun,*uden-sk-yo- 'water' [Noun]
399,19967,*ufelo-,"bad, evil",Adj,"*ufelo- 'bad, evil' [Adj]"
399,19977,*ufo-,under,Prep,*ufo- 'under' [Prep]
399,19995,*ufo-ate-kʷri-na-,"buy back, redeem",Vb,"*ufo-ate-kʷri-na- 'buy back, redeem' [Vb]"
399,20001,*ufo-biyo-,"blow, injury",Noun,"*ufo-biyo- 'blow, injury' [Noun]"
400,20021,*ufo-dex-ta,blaze,Noun,*ufo-dex-ta 'blaze' [Noun]
400,20025,*ufo-gni-yo-,"serve, be useful",Vb,"*ufo-gni-yo- 'serve, be useful' [Vb]"
400,20035,*ufo-kʷri-na-,"buy, earn",Vb,"*ufo-kʷri-na- 'buy, earn' [Vb]"
400,20045,*ufo-kan-o-,"sing along, play",Vb,"*ufo-kan-o- 'sing along, play' [Vb]"
400,20052,*ufo-kel-o-,"protect, cover",Vb,"*ufo-kel-o- 'protect, cover' [Vb]"
400,20060,*ufo-lawto-,"property, wealth",Noun,"*ufo-lawto- 'property, wealth' [Noun]"
401,20081,*ufo-leg-,"shelter, lair",Noun,"*ufo-leg- 'shelter, lair' [Noun]"
401,20089,*ufo-redo-,horse,Noun,*ufo-redo- 'horse' [Noun]
401,20099,*ufor-,"over, on",Prep,"*ufor- 'over, on' [Prep]"
402,20122,*ufo-ret-o-,"help, save",Vb,"*ufo-ret-o- 'help, save' [Vb]"
402,20134,*ufor-kʷenno-,end,Noun,*ufor-kʷenno- 'end' [Noun]
402,20146,*ufor-kan-o-,teach,Vb,*ufor-kan-o- 'teach' [Vb]
402,20153,*ufo-sklto/u-,"shadow, shelter",Noun,"*ufo-sklto/u- 'shadow, shelter' [Noun]"
402,20164,*ufo-sodyo-,ground,Noun,*ufo-sodyo- 'ground' [Noun]
403,20170,*ufo-star-na-,strew,Vb,*ufo-star-na- 'strew' [Vb]
403,20177,*ufo-wik-o-,commit an offence,Vb,*ufo-wik-o- 'commit an offence' [Vb]
403,20184,*ulkʷo-,"bad, evil",Adj,"*ulkʷo- 'bad, evil' [Adj]"
403,20199,*u-n-k-o-,understand,Vb,*u-n-k-o- 'understand' [Vb]
403,20209,*up(p)u,ouch,Exclamation,*up(p)u 'ouch' [Exclamation]
403,20215,"*uxso-,",ox,Noun,"*uxso-, *uxson- 'ox' [Noun]"
404,20235,*wa(d)-sko-,press,Vb,*wa(d)-sko- 'press' [Vb]
404,20254,*wagno/a-,"depression, slope, hollow",Noun,"*wagno/a- 'depression, slope, hollow' [Noun]"
405,20273,*walatro-,ruler,Noun,*walatro- 'ruler' [Noun]
405,20277,*wal-na-,"rule, govern",Vb,"*wal-na- 'rule, govern' [Vb]"
405,20289,*walo-,"prince, chief",Noun,"*walo- 'prince, chief' [Noun]"
405,20309,*wanno-,weak,Adj,*wanno- 'weak' [Adj]
406,20327,*wari-,"sunrise, east",Noun,"*wari- 'sunrise, east' [Noun]"
406,20343,*warra,"post, prop",Noun,"*warra 'post, prop' [Noun]"
406,20360,*wasto-,empty,Adj,*wasto- 'empty' [Adj]
407,20374,*wasto-,servant,Noun,*wasto- 'servant' [Noun]
407,20390,*wastu-,dwelling,Noun,*wastu- 'dwelling' [Noun]
407,20403,*wlti-,"sooth-sayer, prophet",Noun,"*wlti- 'sooth-sayer, prophet' [Noun]"
408,20419,*witu-,poetic inspiration,Noun,*witu- 'poetic inspiration' [Noun]
408,20428,*waxto-,bad,Adj,*waxto- 'bad' [Adj]
408,20456,*way,"woe, oh, alas",Interjection,"*way 'woe, oh, alas' [Interjection]"
409,20471,*wayda,"shout, cry, damour",Noun,"*wayda 'shout, cry, damour' [Noun]"
409,20478,*waylo-,"poor, wretched",Adj,"*waylo- 'poor, wretched' [Adj]"
409,20482,*waylo-,wolf,Noun,*waylo- 'wolf' [Noun]
409,20499,*wed-o-,"lead, bring together",Vb,"*wed-o- 'lead, bring together' [Vb]"
410,20523,*wedo-,"yoke, harness",Noun,"*wedo- 'yoke, harness' [Noun]"
410,20541,*wed-o-,"tell, relate",Vb,"*wed-o- 'tell, relate' [Vb]"
410,20555,*wedo-,"sight, presence",Noun,"*wedo- 'sight, presence' [Noun]"
411,20573,*wedon-,witness,Noun,*wedon- 'witness' [Noun]
411,20577,*wēdu-,wild,Adj,*wēdu- 'wild' [Adj]
411,20600,*wegno-,wagon,Noun,*wegno- 'wagon' [Noun]
411,20611,*wegnya,wagon,Noun,*wegnya 'wagon' [Noun]
411,20615,*wegro-,grass,Noun,*wegro- 'grass' [Noun]
412,20639,*weg(y)ā,"web, woven fabric",Noun,"*weg(y)ā 'web, woven fabric' [Noun]"
412,20647,*weg-yo-,"weave, compose",Vb,"*weg-yo- 'weave, compose' [Vb]"
412,20660,*wekʷo-,face,Noun,"*wekʷo- 'face', originally 'speech (?)' [Noun]"
413,20688,*welet-,"seer, poet",Noun,"*welet- 'seer, poet' [Noun]"
413,20692,"*weli-,",blood,Noun,"*weli-, *woli- 'blood' [Noun]"
413,20708,*weliyo/a-,modesty,Noun,*weliyo/a- 'modesty' [Noun]
414,20723,*wello-,"good, desirable",Adj,"*wello- 'good, desirable' [Adj]"
414,20746,"*wello-,","deceit, error",Noun,"*wello-, *wallo- 'deceit, error' [Noun]"
